id	filename	md5	size	state
06e89fb8-75d7-4cb3-8383-3fd275721963	06e89fb8-75d7-4cb3-8383-3fd275721963/30324151-9829-427d-a187-a475fcc86966.FPKM.txt.gz	ca9d9942cd0f9675afe3aab5ac711900	488692	validated
0727d66b-5704-4e18-83ec-f40b7ad2966f	0727d66b-5704-4e18-83ec-f40b7ad2966f/3d4081b3-24c9-4dbd-a5fe-0fb29ce43737.FPKM.txt.gz	2ad87b8e99b676fe4956d779119c7144	549643	validated
07921599-f0ab-4f58-99af-fbfb09bc3e9b	07921599-f0ab-4f58-99af-fbfb09bc3e9b/2fafd7bb-e8ce-4b03-8607-cf6cb2a2119a.FPKM.txt.gz	3b9e5a1bd0c30e589ca9b2060b2004c0	535658	validated
07ce2813-d2a1-4c26-a189-1988b397b625	07ce2813-d2a1-4c26-a189-1988b397b625/0717d8b6-62aa-496e-9b0e-9ef841dec86e.FPKM.txt.gz	ba0a6ee0e5f8c38c32593710d084d03c	499536	validated
07da824e-7e01-4de4-b61a-bb3822d1c97f	07da824e-7e01-4de4-b61a-bb3822d1c97f/3fca2c7c-2541-418d-8f45-2a48814ca574.FPKM.txt.gz	f7f223770e7319250fa7caad603649ce	537382	validated
08a63305-1560-4f71-897d-20959bd5e01d	08a63305-1560-4f71-897d-20959bd5e01d/6b80ab23-66f8-47c8-9dcf-5f91a4c31c54.FPKM.txt.gz	3bdb1088a2e517cf72dd87bc50d922b1	532350	validated
090e0c59-f6be-449a-bc1c-40ad4b0e6080	090e0c59-f6be-449a-bc1c-40ad4b0e6080/cc6ba863-dbd3-497c-93ab-8b9cc9996c49.FPKM.txt.gz	81add8e3b2d9a055777833bd6cbf7b0c	528693	validated
095da1b2-2be0-4902-a5cc-6a25f72f0547	095da1b2-2be0-4902-a5cc-6a25f72f0547/3462c776-160b-4ffc-9be8-69b08abf9780.FPKM.txt.gz	3722a59d980da931eb3fcea93f61dd1e	553334	validated
09b2efd3-27fd-4730-822e-0ae9f8597fbe	09b2efd3-27fd-4730-822e-0ae9f8597fbe/c3b82e75-c8c5-4dbb-b227-9b54db04b754.FPKM.txt.gz	5809edc3c5cf39601d59629aaa3b1c3f	540742	validated
09e7b428-0fd2-4641-a130-a814369dfcda	09e7b428-0fd2-4641-a130-a814369dfcda/125d935b-f418-4314-bc31-720b83c93d8a.FPKM.txt.gz	5db25ef802ce69912c5a106e4e3523f5	537081	validated
0aaaa7cc-b59d-4e08-ba7f-14e2d2ae4860	0aaaa7cc-b59d-4e08-ba7f-14e2d2ae4860/63a70793-af6d-4248-9085-5d69276a3fff.FPKM.txt.gz	fbe62f1e67b6e37d334830d9658c23a8	535259	validated
0ae35663-3494-45ed-bed8-4a33247bc1c8	0ae35663-3494-45ed-bed8-4a33247bc1c8/bcdc68db-c874-4097-9c46-b06e331caaf5.FPKM.txt.gz	35efc10b6553ddb4645aaa76c1eed479	537687	validated
0b2c1d8b-c524-4784-b240-2e7a0a84f68f	0b2c1d8b-c524-4784-b240-2e7a0a84f68f/8223f42b-434d-4966-a123-3b8a947884bc.FPKM.txt.gz	483ca09a7532f764ddeb89cb30147576	526191	validated
0b4334ce-bcab-4aed-a07b-0ccf6766d236	0b4334ce-bcab-4aed-a07b-0ccf6766d236/430accb2-dcaa-4d25-9405-e8ef97126eb4.FPKM.txt.gz	8e566a2fb4504c3ad76556b93eaa2e57	526453	validated
0b708aec-180c-461e-be13-bb93d68a1122	0b708aec-180c-461e-be13-bb93d68a1122/f67cf68d-56b3-451d-ba21-566664213691.FPKM.txt.gz	b8a806484bb974d32a8b649d7e19c3f6	531497	validated
0b9623ca-4a62-42a3-a53d-2233af642b3c	0b9623ca-4a62-42a3-a53d-2233af642b3c/6ff1b064-1ec6-4575-b8b5-547e2c4cd5fb.FPKM.txt.gz	e5c1ef8ac105acc88eff68264a455f45	537113	validated
0ba75a02-9e3a-4e0f-a739-5e52c584b232	0ba75a02-9e3a-4e0f-a739-5e52c584b232/b2bdabac-64e2-4a8c-8062-5b7d064f1a15.FPKM.txt.gz	3209a5a04c231409d844953c9f745caf	535091	validated
0c44d817-3396-47e3-b847-1e9755a0faf0	0c44d817-3396-47e3-b847-1e9755a0faf0/816d1c10-f45b-47e6-b090-1d1989520bb6.FPKM.txt.gz	72247f80368a729725fa4b9b72c98f04	544653	validated
0c6360e5-6494-48bb-96e0-db16b0db85fc	0c6360e5-6494-48bb-96e0-db16b0db85fc/60e0a6b3-0888-482f-8ba4-eecfbb301e40.FPKM.txt.gz	61bd2d0391a7ea9090af7cb70db3d458	537622	validated
0de5cd30-c310-44ac-91ae-8858f3f3d9af	0de5cd30-c310-44ac-91ae-8858f3f3d9af/53d78258-1650-4793-a01d-d2c065215fb9.FPKM.txt.gz	925880a2ccad518f4fd429f6019b0124	514142	validated
0e45b083-c6f4-4459-b158-5246d34a2819	0e45b083-c6f4-4459-b158-5246d34a2819/e8ebaff0-2f12-4834-bc45-57cf576fd45d.FPKM.txt.gz	61d3aa7383ea42840466dcdf4cc95095	537945	validated
0f124ad5-a4f4-4db8-a5a6-1163e603e3ed	0f124ad5-a4f4-4db8-a5a6-1163e603e3ed/e118d1fc-f3ef-4b55-b2b2-ecf510870f8f.FPKM.txt.gz	8ee248c1ca1c04c300c5209fd0c595ad	500387	validated
0f1f66c0-e8f4-473d-af48-6b239cf37252	0f1f66c0-e8f4-473d-af48-6b239cf37252/e74a575b-5045-4727-b6c7-304e7afc77da.FPKM.txt.gz	e00746bc97e6eda0bfad8b829f1059be	532196	validated
0f64db4c-d565-4b9e-8588-79b8ed0a4b9c	0f64db4c-d565-4b9e-8588-79b8ed0a4b9c/6a77a226-391c-42af-9547-8f1686e44e0b.FPKM.txt.gz	b01ba0b6d8b8780d1fb378640288644b	523847	validated
0f800097-0fe3-4d9a-a9e4-33b553726283	0f800097-0fe3-4d9a-a9e4-33b553726283/eda54022-57f4-4abf-aa50-a48edfb337c2.FPKM.txt.gz	290357e5cef3738b70394a8df62f6af5	527369	validated
0fd1569b-671c-4cff-b2b5-18e009cdd86f	0fd1569b-671c-4cff-b2b5-18e009cdd86f/a46cf4f7-9fc3-4761-9b11-caa3aa17479b.FPKM.txt.gz	9890737bae29e987de504a8131e15dae	517296	validated
0ff3578a-6562-4835-abb7-53638dfc53bf	0ff3578a-6562-4835-abb7-53638dfc53bf/4b9bf10c-39ee-4b36-8bd1-ba949d43cc6e.FPKM.txt.gz	7c37af5e7aba03bd1ebe32e32bdea7d9	530698	validated
10844cb1-4600-4189-915d-3dd8622b4f4c	10844cb1-4600-4189-915d-3dd8622b4f4c/cecb9503-5b1f-4a02-bbdf-9d0ae63de828.FPKM.txt.gz	d6cc81f4555298b976c2aca84f643a5f	537770	validated
1090a1fa-10b2-4e5d-8505-f08112e82b6b	1090a1fa-10b2-4e5d-8505-f08112e82b6b/501eb9e8-28ad-4329-934b-4279ccd65a19.FPKM.txt.gz	da33d0ddf2977aa3168edf38e5a4eedd	535674	validated
10a40ceb-080c-4758-97f9-1a262e2639ed	10a40ceb-080c-4758-97f9-1a262e2639ed/9858d286-1b96-4414-bd09-d73dc6f1c79e.FPKM.txt.gz	145714696466ec291dfb0dd3f383a8c5	524434	validated
10de7139-ce79-4f6d-a683-abbf28a9947f	10de7139-ce79-4f6d-a683-abbf28a9947f/1142d18f-9cd9-41b4-a9f2-975730cb713a.FPKM.txt.gz	a5e42cf1cef2036948961b2b23fcebe8	543113	validated
11db7eac-6ce0-4ffe-bcd2-ef078dc4561f	11db7eac-6ce0-4ffe-bcd2-ef078dc4561f/2b421eac-4980-4b9c-bddd-ad0818ec15e6.FPKM.txt.gz	2fae912d87968161cffd40fefee3ea4f	520365	validated
1206e3b5-c6ef-44e7-b2c7-bc03e95f34b6	1206e3b5-c6ef-44e7-b2c7-bc03e95f34b6/7c152b1c-7911-4c3c-bf6d-68431ec92f6d.FPKM.txt.gz	33515941f680fc30aa70fa8bbe25bd2c	530146	validated
12a3b7dd-e09e-453d-9289-73b42b31b657	12a3b7dd-e09e-453d-9289-73b42b31b657/1ede5c59-96ae-486b-ae1f-5f7c7909cf6a.FPKM.txt.gz	d0c66f1c89bf3066fbd9d3d3246a2bb3	548798	validated
12b25499-a2ad-4fea-844d-5e8cf371cef0	12b25499-a2ad-4fea-844d-5e8cf371cef0/eec28a5a-e054-486c-82c1-2f439b69ed62.FPKM.txt.gz	2d63901baede248a128d4481f30ff8fe	552045	validated
1383b4dc-b7e0-4e7c-b673-e4df0b2290e4	1383b4dc-b7e0-4e7c-b673-e4df0b2290e4/4d4a1165-e304-4aed-9efa-7f6f5bacdb5e.FPKM.txt.gz	093cd4430bfc9b1232abb50f33085928	521931	validated
1548d834-aea8-4595-963c-ed01d10bbeb2	1548d834-aea8-4595-963c-ed01d10bbeb2/5ddf7c5c-a502-440a-826b-702ae27a21fe.FPKM.txt.gz	316a8f09e034cdc1b216480a52b91837	528745	validated
15605a1a-5b16-450e-972c-d16653151d36	15605a1a-5b16-450e-972c-d16653151d36/d243d87d-34f1-48d8-a4d4-3b6d13b5a88e.FPKM.txt.gz	d30c67be8c43f11f21903cf9d43e643c	540114	validated
15bd97e8-8157-4dd3-8cbf-e8708ea30cb2	15bd97e8-8157-4dd3-8cbf-e8708ea30cb2/b8592487-a20c-4d25-9131-51315d342a22.FPKM.txt.gz	d06714066da077a61736d0cf5cb12112	510773	validated
16272573-c837-45f5-ad84-60dabfa1f626	16272573-c837-45f5-ad84-60dabfa1f626/820e3299-bd67-4ba8-a637-32d31205e120.FPKM.txt.gz	3816eb569ec9a887d90036a913a4733c	511055	validated
17485712-8852-45f3-b921-8f5fc93c964b	17485712-8852-45f3-b921-8f5fc93c964b/d92949ec-4287-42e2-ad63-9ef92dcae770.FPKM.txt.gz	886e7a1d8df1498338114d3b50b1ecae	525127	validated
177bfc6a-6c9f-4e00-83d4-388f98a34104	177bfc6a-6c9f-4e00-83d4-388f98a34104/709ff388-3764-4251-90b4-88728468e9f1.FPKM.txt.gz	22cfddf4e7230eef0ebe8200263a90c4	530392	validated
17a5a8bd-fb5a-43c7-931b-bf92919094ee	17a5a8bd-fb5a-43c7-931b-bf92919094ee/7a4e54b4-ad3f-4845-8c18-ecc0cba76f8c.FPKM.txt.gz	d18f82276078895c1a1182e46220be29	528112	validated
17b94db3-7206-4f72-9420-6a3183c875d5	17b94db3-7206-4f72-9420-6a3183c875d5/c1fa5e0b-f5ad-4ae5-8cd0-135125be9aa6.FPKM.txt.gz	e91b3ac4c6ef1413a1927182f90f9c37	504620	validated
17cccc30-1bd5-42c7-85cc-ab2a7248bd7e	17cccc30-1bd5-42c7-85cc-ab2a7248bd7e/37355f52-90e5-43e8-a473-0d3bad45a394.FPKM.txt.gz	51d2d56150b9b7ac8916da0157bb1ef3	532485	validated
17cfd505-3053-48eb-8e54-314393eda242	17cfd505-3053-48eb-8e54-314393eda242/7c4e8d97-68b5-4a4d-b9af-81f81a351905.FPKM.txt.gz	97c4c6b1182d7dcce3050ccacf1f5345	526245	validated
17f94516-38e8-4136-be78-a7ddfe81f1b3	17f94516-38e8-4136-be78-a7ddfe81f1b3/bc4e0457-9ecb-47b3-afae-3f46c934e5f9.FPKM.txt.gz	c1ad5dd7d84bb004ed6c91e1fcd6be1c	535710	validated
185ff896-1aaa-48e7-9ef0-10ff8fb82068	185ff896-1aaa-48e7-9ef0-10ff8fb82068/21a4485e-a6e0-4129-8148-3d092ebbdd90.FPKM.txt.gz	df26af051a5aff4def25f854ec2b1a59	524745	validated
18677f4b-4264-43b3-a1df-2058fc2f9566	18677f4b-4264-43b3-a1df-2058fc2f9566/960fa206-af01-4f92-b066-4e899fe356fb.FPKM.txt.gz	659458efc75303c20299911ffcf5fff6	528849	validated
1868ef24-d616-417d-ad61-98b3edb1f479	1868ef24-d616-417d-ad61-98b3edb1f479/681955cd-356d-4e64-924b-b0381e3c12bc.FPKM.txt.gz	97253831518f5a4d73528175d006eaec	535544	validated
18ac5a14-087a-4e14-b3f0-65c6a19df166	18ac5a14-087a-4e14-b3f0-65c6a19df166/22af5cfb-51e1-45f1-b161-30c50e3238a3.FPKM.txt.gz	56d1c4ccc6b0ca8efe0c2bf14ca0fc94	534708	validated
18c14d91-44ac-4fdd-a849-31171e0c51ff	18c14d91-44ac-4fdd-a849-31171e0c51ff/589a3a3c-5f90-4caf-aed9-70507015c622.FPKM.txt.gz	f2f2c89378a76fa24aac559bbc130ce2	513273	validated
18e3a00e-c9fd-4a53-b6b9-eb07ff745f21	18e3a00e-c9fd-4a53-b6b9-eb07ff745f21/eb49f409-9b66-4ab4-a02e-da09d12251de.FPKM.txt.gz	ee56255630c168546496e50488720a64	500867	validated
193541e7-e01d-4eb3-9e82-c7d1d6833fae	193541e7-e01d-4eb3-9e82-c7d1d6833fae/a2ff285b-8820-4c11-957f-fcfddac24ae5.FPKM.txt.gz	6215d91306f7193bfe9c405265f8ca3d	523453	validated
194cc9bb-f826-4c7b-8405-78bd8e5cb365	194cc9bb-f826-4c7b-8405-78bd8e5cb365/a0a0da2d-8da4-4fe3-8d1c-2a5e2284d477.FPKM.txt.gz	8d94e5ab5b7202e2617f82adf877d8d3	544345	validated
1988b00b-6f14-4b08-9fa7-cb69b7ed54e7	1988b00b-6f14-4b08-9fa7-cb69b7ed54e7/549df128-4b3b-42c7-a82f-a95e9ee1bf74.FPKM.txt.gz	9719849b1dbdd340352c5555ba7178bd	554977	validated
19d76e49-62be-4f98-b2f8-12c542edcf82	19d76e49-62be-4f98-b2f8-12c542edcf82/93357150-89ae-4bd3-b9e7-bdc365e6d55e.FPKM.txt.gz	54332c7207062a64a7b48941470abb6a	534094	validated
1a2e217b-ce19-42b4-b80c-c2b6a73b25ee	1a2e217b-ce19-42b4-b80c-c2b6a73b25ee/285adbc3-f40c-42af-ba6f-186db64ab2f8.FPKM.txt.gz	d7fcad0310c3802ee49080ad12ffc89a	520321	validated
1a4ab069-9610-4d90-aca9-9d214654121a	1a4ab069-9610-4d90-aca9-9d214654121a/e9a0fc7b-94ea-477d-918a-1ef80fefefcd.FPKM.txt.gz	08a32fc0c545bd51e1a0ecf60fd5a58c	527327	validated
1a7e36ee-c59e-473b-8f2d-df00f7c7513a	1a7e36ee-c59e-473b-8f2d-df00f7c7513a/aaa763af-c45c-4b40-9517-c616ad0ff5a8.FPKM.txt.gz	d16fd9ce04aa3dd454389d851a15da3c	546433	validated
1a9cf094-cb7b-467c-b7a1-d2e8dad85a7c	1a9cf094-cb7b-467c-b7a1-d2e8dad85a7c/c5be9ea4-315d-4675-ad8e-269e44b7b77c.FPKM.txt.gz	06ab5d2e663050f8a6fb5ae0696e0be7	511760	validated
1b396cb2-9d72-4e70-af28-351e94d9f377	1b396cb2-9d72-4e70-af28-351e94d9f377/8a395eef-a9cc-4f21-b8d2-aefa292077cf.FPKM.txt.gz	f51d3ceed5a3efc2102d179935747927	533873	validated
1b5816de-0789-45bc-9560-2ea558518c95	1b5816de-0789-45bc-9560-2ea558518c95/2deb4c12-373c-49e3-ba92-93a64781d7cb.FPKM.txt.gz	0522cb4ec6a80345d2906e72394dbdff	517876	validated
1b7abab6-f562-47f8-a775-247ff73b492d	1b7abab6-f562-47f8-a775-247ff73b492d/c6045584-592e-412f-974a-c8ae2d4bb817.FPKM.txt.gz	4985a72519ee69a85bb25b417981e9f1	525429	validated
1b943b46-e3ee-473d-a515-0077e545a7bc	1b943b46-e3ee-473d-a515-0077e545a7bc/5651fc5b-777c-4df9-9c73-70a2211f7814.FPKM.txt.gz	a3bee9f6c60e375a2edf09af730c756c	534971	validated
1bcae7f6-5c0a-49b4-9ff8-6fa626e54d58	1bcae7f6-5c0a-49b4-9ff8-6fa626e54d58/eb3a3568-6867-46f6-967f-2b283ea88e96.FPKM.txt.gz	3ea69878340b483b59f05853b878f4a6	512932	validated
1c04e762-874c-4835-ad34-ad3f634d55f3	1c04e762-874c-4835-ad34-ad3f634d55f3/adce8dd4-e2df-43ed-9821-3781ddb7a82f.FPKM.txt.gz	517e2e9decb99ddc27708d55e859d5de	526973	validated
1da1d5bd-8505-4071-9291-bf11a272d81d	1da1d5bd-8505-4071-9291-bf11a272d81d/2a254376-7498-4c41-8c20-8b4bdd8369da.FPKM.txt.gz	aaf97533f5e538f55dae029a5d953a72	524101	validated
1dab4111-fd80-4e6e-b6c6-23db76c73649	1dab4111-fd80-4e6e-b6c6-23db76c73649/c8460566-8199-4a4d-93fd-67692611992d.FPKM.txt.gz	7cc69fe7da59c7afdf37d09b796362c4	533499	validated
1e91ec50-1f7b-4e0d-81d3-56d56dc2b2fc	1e91ec50-1f7b-4e0d-81d3-56d56dc2b2fc/7efa83ae-8a0c-4491-ac3b-606be61e16eb.FPKM.txt.gz	236735b1bdda4ade0c67c59ca91dba39	512082	validated
1f4a2c2c-35af-4bfd-9147-43f6af689870	1f4a2c2c-35af-4bfd-9147-43f6af689870/fffc1088-c5a6-46a0-b050-860184f6ded2.FPKM.txt.gz	340baa5ea2250f598b9b039b649328ea	515935	validated
1fbfb2aa-7778-44c1-b977-e9da5dc42b5c	1fbfb2aa-7778-44c1-b977-e9da5dc42b5c/6b015617-e989-4c20-b81f-15bf94d83a09.FPKM.txt.gz	db79bcb57d1359cfbc766be12d084a94	523022	validated
1fdb7de3-664b-4f0b-9da0-c057643d8d4f	1fdb7de3-664b-4f0b-9da0-c057643d8d4f/8a496ad8-98b2-4ff8-a21d-81db99fbb65b.FPKM.txt.gz	cffe2dc5b9202836cbeef19b19a480f0	515952	validated
2037dd52-077c-4703-8601-14246d70c56e	2037dd52-077c-4703-8601-14246d70c56e/3034107c-316d-4dfe-a254-5095e78674cb.FPKM.txt.gz	7e085261a8177ef630184e2b5d397f31	523414	validated
20bcdec9-87e1-4402-b72d-b1b51ef12df2	20bcdec9-87e1-4402-b72d-b1b51ef12df2/2fcb9b43-8a11-4730-b57e-4e9fe9013f1c.FPKM.txt.gz	72d6fc54626e11c09c0e00d445fd7d01	539899	validated
20fc2a52-82dd-41fe-947b-8d7761c81b38	20fc2a52-82dd-41fe-947b-8d7761c81b38/31944ca5-2685-4b3f-8f61-d1e41eea44f9.FPKM.txt.gz	8bc4d329b8e46d0dd96bbdadcd9bd48f	510388	validated
211ff38d-d08e-464f-b47c-cb50efcd5274	211ff38d-d08e-464f-b47c-cb50efcd5274/bcfb6a29-0167-44f4-9a5b-eb28b248fc1e.FPKM.txt.gz	3e0c0487ccef4d5b063e5ad27bb6fee6	538457	validated
215f32d7-d974-4e07-9e56-6893b105c146	215f32d7-d974-4e07-9e56-6893b105c146/3af76286-821a-4552-b4f2-b048342abb6e.FPKM.txt.gz	174971a85e67fae3cad64a9ca0764abe	522867	validated
2198ff85-d291-4a0c-83ad-9ed871b7b940	2198ff85-d291-4a0c-83ad-9ed871b7b940/8233a335-577b-4805-b977-7d25f8a260e1.FPKM.txt.gz	72c42ba45c8aed65751ef64a28e16a3f	527436	validated
21a27e1e-7451-4b14-9a08-5ec0d928100a	21a27e1e-7451-4b14-9a08-5ec0d928100a/b685cad3-11a2-4288-b97f-4a22aec287c9.FPKM.txt.gz	ebc9ba07c795c246db48636c4f30ce1b	527763	validated
22645f02-f9f4-44bb-95d2-a1f73067eb60	22645f02-f9f4-44bb-95d2-a1f73067eb60/edc1991e-16fa-4276-b765-1f18c2a0c0d7.FPKM.txt.gz	457de835081eaaa18ffd4d955b4d6059	527165	validated
22b50c30-b241-4057-96e5-a0edbba47d46	22b50c30-b241-4057-96e5-a0edbba47d46/05d24fd7-2dbf-40b8-bea8-80e067975af8.FPKM.txt.gz	40cdf69c473b6c09bb6e3ac570b145b1	495562	validated
22cd1c86-dfe8-4278-afd0-336215192e65	22cd1c86-dfe8-4278-afd0-336215192e65/37889f67-62a8-483b-97af-d8391806ede9.FPKM.txt.gz	64dbb2d9e6ad2157cbf4f1b2bb156a57	528137	validated
2324c2eb-297f-4da5-8a3d-b07000f66350	2324c2eb-297f-4da5-8a3d-b07000f66350/7dd8f68e-3593-4bbe-b95a-1a881714c8c4.FPKM.txt.gz	1331522622461160dfe28db7351ca062	535054	validated
247b2edf-c1d6-4b83-b89d-d34f6ecd2a36	247b2edf-c1d6-4b83-b89d-d34f6ecd2a36/3f558349-5e4d-41a2-95f1-4e2f6a2ac0d2.FPKM.txt.gz	176c18b45db230d6b0cff48fcfbbed3d	517889	validated
24d7f2ac-7a1c-46e1-b061-4623145aafce	24d7f2ac-7a1c-46e1-b061-4623145aafce/dfd57ac5-6b4c-4010-95f5-a133994dd4d7.FPKM.txt.gz	db8bf977d30590651d0042c975217fd7	542392	validated
24e79b28-45a7-4189-8d8e-60fa3c55a666	24e79b28-45a7-4189-8d8e-60fa3c55a666/2bb63c4a-cea9-4c5f-93d1-22277578b399.FPKM.txt.gz	2efac6acea696cbe43fb397ce49a1126	526377	validated
25a75026-e26a-462b-9207-27769733b096	25a75026-e26a-462b-9207-27769733b096/93496e7a-eb49-4ec5-9157-3aa84800a4a4.FPKM.txt.gz	e125fb96980cb7c7cc698dfc27dce569	524148	validated
25d55188-bd59-4bbe-b33e-01a3c49c1b5c	25d55188-bd59-4bbe-b33e-01a3c49c1b5c/2fb19a94-bd55-4041-994a-082cd30746f3.FPKM.txt.gz	6e83065ac5c0679197a2b13995ad45fb	491777	validated
2600ef39-0bdf-4e10-9fdf-e3dbed7b5383	2600ef39-0bdf-4e10-9fdf-e3dbed7b5383/f7182de7-067e-467b-af88-790ad3e63eec.FPKM.txt.gz	c47b97f5468465b772443664704f43b8	539246	validated
26d046cf-4a04-4509-aec7-f9736a48d9a1	26d046cf-4a04-4509-aec7-f9736a48d9a1/be2ad152-53a1-4566-8690-372652f2a565.FPKM.txt.gz	b6640285ed7eed78ab4a259bfcebfe55	531673	validated
26ddb666-e7b8-479c-8b68-91d34cd5aafa	26ddb666-e7b8-479c-8b68-91d34cd5aafa/a7c0fa0b-3b27-41a5-85cb-4ac5fd9956a5.FPKM.txt.gz	e43ad6fdec6f1708a315b440c4a2e1a1	530155	validated
26edf0e6-75af-4cc6-917c-10e95dbb7928	26edf0e6-75af-4cc6-917c-10e95dbb7928/844bbccc-8e4e-4c0a-ad29-0aa196f14c26.FPKM.txt.gz	dac8045c3cbf4f3a9dfc56de5d1bb84d	539542	validated
2792c776-698e-4819-a4cc-c7935e3307b3	2792c776-698e-4819-a4cc-c7935e3307b3/600932fb-d31e-4b69-afe7-e3803513d71f.FPKM.txt.gz	eadd4f52712458f0cbddeaf8a28b1223	527805	validated
283294b2-6e0b-4096-bd68-10444dca5946	283294b2-6e0b-4096-bd68-10444dca5946/caee5505-5741-4b98-a941-ed4650493a6c.FPKM.txt.gz	2d7eddfe0b3af764d7e34ea4fb61f7ae	522879	validated
2834bf63-ca62-41cf-a44c-8580d7940e90	2834bf63-ca62-41cf-a44c-8580d7940e90/effc6b43-7853-4b65-b6a1-265ea15f2846.FPKM.txt.gz	e45e29a9abe3b3a2f89aad8342176506	547286	validated
28510932-f6ba-4914-805b-9750d7c80ed8	28510932-f6ba-4914-805b-9750d7c80ed8/6fe364fb-d57e-4677-811c-d53535602669.FPKM.txt.gz	7ab70ffde38240ce84e45b3968b5d5fd	524635	validated
2883cb38-4c30-44a7-b7cb-22d0d59af3cf	2883cb38-4c30-44a7-b7cb-22d0d59af3cf/f8ada89d-3b1e-42e6-ab1c-7d695cda0c8b.FPKM.txt.gz	26e4d5208c55baa03b51f3e1f97581c1	527371	validated
2a067028-1ec4-44fb-b2a9-75d3d31da8d0	2a067028-1ec4-44fb-b2a9-75d3d31da8d0/6f5bea5d-e878-4f1f-bca5-b2289998f1fd.FPKM.txt.gz	af39e8e93c11c111e9143e2499d92c41	523271	validated
2a0825b6-e603-48ba-b0e6-a4d70b396a91	2a0825b6-e603-48ba-b0e6-a4d70b396a91/742b41f9-faca-4bad-a2a5-5d40b8bf06ce.FPKM.txt.gz	f943be2795db3abf74a90c6e4eef0a88	529204	validated
2a11a055-f193-40d9-9641-f301110daeb7	2a11a055-f193-40d9-9641-f301110daeb7/46b407bb-afbf-46f2-8499-a86711bc95e7.FPKM.txt.gz	bdee328783578c25744f28cb7b97dcac	514492	validated
2abedd4d-b754-4f99-8208-d86be3ae0490	2abedd4d-b754-4f99-8208-d86be3ae0490/2f0e3b6b-4ddd-4f53-82d9-1bf62a878c2c.FPKM.txt.gz	db98b53f46629d65cb9547d872b58ee5	516896	validated
2ad24840-ec8f-4e6d-b122-dcf29a99bc32	2ad24840-ec8f-4e6d-b122-dcf29a99bc32/53cd4bb4-5c52-46b6-a37c-c442b536c5e4.FPKM.txt.gz	d3fd1c584566b421f78998f28bf7a2b3	526667	validated
2b49d8cb-dd8c-4363-925c-7ea8af631208	2b49d8cb-dd8c-4363-925c-7ea8af631208/4d5f045c-dbc5-4b89-b84e-6537a0c97e13.FPKM.txt.gz	9713dadbb443788d014cf452fe29ff62	508244	validated
2b9cb51f-026f-4831-b42d-10af1785d41e	2b9cb51f-026f-4831-b42d-10af1785d41e/40714706-62ad-4e65-856e-1f40ca0a0fe7.FPKM.txt.gz	0baeb920a0aa5a7f8a3c63758dfd77c5	529725	validated
2c5de6a2-f538-4dcf-baf7-9d640f23dd86	2c5de6a2-f538-4dcf-baf7-9d640f23dd86/785ce6d8-79a1-4478-a516-a6dd263d99d2.FPKM.txt.gz	08985ffd459f4822df719a0a3f4e6c1d	529288	validated
